...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
0,14,Category:Graph theory,691898,1075,146,"a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> systems and problems, including colorability problems, shortest path algorithms and spanning trees. For information on other types <span class=""searchmatch"">of</span> graphs",2021-08-26T18:06:47Z,theories of variety,Graph theory,0.8695652173913043,15
1,14,Category:Game theory,774008,644,66,"with formalized incentive structures (&quot;games&quot;). It has applications in a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> fields, including economics, evolutionary biology, political science,",2020-07-27T20:12:23Z,theories of variety,Game theory,0.8636363636363636,15
0,14,Category:Sociological theories,6220146,524,62,"category contains <span class=""searchmatch"">various</span> sociological and sometimes interdisciplinary <span class=""searchmatch"">theories</span> and paradigms. For the different variants <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> or paradigms, please",2021-10-01T00:23:28Z,theories of various,Sociological theories,0.8,17
2,14,Category:Set theory,693646,1016,161,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any <span class=""searchmatch"">of</span> a number <span class=""searchmatch"">of</span> subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,theories of various,Set theory,0.8636363636363636,16
3,14,Category:Galois theory,837233,617,68,"mathematics, Galois <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> abstract algebra. At the most basic level, it uses permutation groups to describe how the <span class=""searchmatch"">various</span> roots <span class=""searchmatch"">of</span> a given polynomial",2020-06-25T07:33:12Z,theories of various,Galois theory,0.88,14
4,14,Category:Order theory,721806,310,49,"Order <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that studies <span class=""searchmatch"">various</span> ways <span class=""searchmatch"">of</span> formalizing the intuitive notion <span class=""searchmatch"">of</span> a mathematical ordering. Top 0–9 A B C D E F G",2020-04-22T20:55:20Z,theories of various,Order theory,0.875,15
0,14,Category:Film and video terminology,5393428,354,42,"A collection <span class=""searchmatch"">of</span> terminology used in the creation <span class=""searchmatch"">of</span> <span class=""searchmatch"">video</span> and movie productions. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-11-21T22:49:19Z,theories of video,Film and video terminology,0.8857142857142857,21
2,14,Category:Concepts in film theory,37708542,135,0,NA,2018-07-14T21:31:08Z,theories of video,Concepts in film theory,0.9090909090909091,17
3,14,Category:The X-Files video games,11879479,442,0,NA,2020-10-14T23:47:51Z,theories of video,The X-Files video games,0.8387096774193549,15
4,14,Category:Ninja Theory games,57753432,89,0,NA,2018-06-24T08:13:30Z,theories of video,Ninja Theory games,0.9310344827586207,15
0,14,Category:Visual arts theory,12270152,164,9,"Philosophy portal See also, for general arts <span class=""searchmatch"">theory</span>: Category:Aesthetics",2019-10-06T22:44:41Z,theories of visual,Visual arts theory,0.7692307692307692,17
3,14,Category:Shades of color,5679444,239,14,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theories of visual,Shades of color,0.84,11
4,14,Category:Film and video terminology,5393428,354,42,"A collection <span class=""searchmatch"">of</span> terminology used in the creation <span class=""searchmatch"">of</span> video and movie productions. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-11-21T22:49:19Z,theories of visual,Film and video terminology,0.9743589743589743,22
0,14,Category:Theories of language,22337303,120,0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of wittgenstein,Theories of language,0.7096774193548387,11
1,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",2020-04-25T17:59:38Z,theories of wittgenstein,Philosophy of language,0.95,18
2,14,Category:Philosophy of mind,772259,248,29,"Putnam Popper Rorty Ryle Searle Spinoza Turing Vasubandhu <span class=""searchmatch"">Wittgenstein</span> Zhuangzi more... <span class=""searchmatch"">Theories</span> Behaviorism Biological naturalism Dualism Eliminative materialism",2021-04-05T10:58:40Z,theories of wittgenstein,Philosophy of mind,0.9444444444444444,18
0,14,Category:Functionalism (social theory),36599442,228,21,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other meanings <span class=""searchmatch"">of</span> the <span class=""searchmatch"">word</span>, see Functionalism (disambiguation).",2019-10-24T21:17:28Z,theories of word,Functionalism (social theory),0.9210526315789473,22
4,14,Category:Southern Ming,55023005,633,23,"Compilations and Documents History <span class=""searchmatch"">of</span> Yuan The Hundred-<span class=""searchmatch"">word</span> Eulogy Huang-Ming Zuxun Yongle Encyclopedia Collected Statutes <span class=""searchmatch"">of</span> the Ming Dynasty Ming Shilu Palaces",2021-08-04T15:11:47Z,theories of word,Southern Ming,0.9583333333333334,14
1,14,Category:Systems theory,717695,364,62,"Systems <span class=""searchmatch"">theory</span> is the interdisciplinary study <span class=""searchmatch"">of</span> systems in science and society. It offers frameworks to describe and analyze groups <span class=""searchmatch"">of</span> objects that <span class=""searchmatch"">work</span> together",2020-08-29T17:44:54Z,theories of work,Systems theory,0.8695652173913043,12
4,14,Category:Economic ideologies,3050197,603,86,"compared to economic <span class=""searchmatch"">theories</span> - systems <span class=""searchmatch"">of</span> propositions concerning how economies <span class=""searchmatch"">work</span>. <span class=""searchmatch"">Of</span> course, the two are related. Certain <span class=""searchmatch"">theories</span> support or preclude",2020-08-29T19:45:38Z,theories of work,Economic ideologies,0.9666666666666667,16
6,14,Category:Integral theory (Ken Wilber),2198446,198,21,"Integral <span class=""searchmatch"">theory</span> refers to the ideas and <span class=""searchmatch"">work</span> <span class=""searchmatch"">of</span> Ken Wilber and their practical application. For more detals, see Integral <span class=""searchmatch"">theory</span>.",2021-05-30T20:09:41Z,theories of work,Integral theory (Ken Wilber),0.9189189189189189,20
9,14,Category:Charles Darwin,1859185,961,51,"naturalist whose revolutionary <span class=""searchmatch"">theory</span> laid the foundation for both the modern <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> evolution and the principle <span class=""searchmatch"">of</span> common descent by proposing natural",2020-09-24T15:42:36Z,theories of work,Charles Darwin,0.96,10
0,14,Category:Theories of history,4220365,268,50,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> history are <span class=""searchmatch"">theories</span> for why things happened the way they did (and possibly what that means for the future). Top 0–9 A B C D E F G H I J K",2020-04-30T20:24:56Z,theories of world,Theories of history,0.6086956521739131,7
2,14,Category:Theoretical physics,691938,758,88,"theories.&quot; There are three types <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> in physics: mainstream <span class=""searchmatch"">theories</span>, proposed <span class=""searchmatch"">theories</span> and fringe <span class=""searchmatch"">theories</span>. Category:Applied mathematics Top",2021-02-01T13:13:59Z,theories of world,Theoretical physics,0.9333333333333333,14
3,14,Category:World system scholars,21757361,261,13,"This category includes articles on scholars engaged in <span class=""searchmatch"">world</span>-systems <span class=""searchmatch"">theory</span> related studies.",2021-08-24T06:04:27Z,theories of world,World system scholars,0.9375,18
2,14,Category:Human evolution theorists,21857833,257,17,"The category <span class=""searchmatch"">of</span> human evolution <span class=""searchmatch"">theorists</span> is for those individuals that have scientifically theorized about human evolution.",2021-07-07T20:12:08Z,theorist of,Human evolution theorists,0.7692307692307692,19
3,14,Category:Counterinsurgency theorists,11680204,318,15,"Category:Anarchist <span class=""searchmatch"">theorists</span> Category:Counter-terrorism <span class=""searchmatch"">theorists</span> Category:Guerrilla warfare <span class=""searchmatch"">theorists</span> Category:Psychological warfare <span class=""searchmatch"">theorists</span> Category:Revolution",2021-05-24T10:37:58Z,theorist of,Counterinsurgency theorists,0.7857142857142857,21
5,14,Category:Business theorists,1226607,218,11,"See list <span class=""searchmatch"">of</span> business <span class=""searchmatch"">theorists</span> for an overview <span class=""searchmatch"">of</span> this topic.",2018-07-14T20:44:51Z,theorist of,Business theorists,0.6842105263157895,12
6,14,Category:Psychological warfare theorists,11680225,361,14,"Category:Anarchist <span class=""searchmatch"">theorists</span> Category:Counterinsurgency <span class=""searchmatch"">theorists</span> Category:Counter-terrorism <span class=""searchmatch"">theorists</span> Category:Guerrilla warfare <span class=""searchmatch"">theorists</span> Category:Revolution",2021-05-24T10:37:37Z,theorist of,Psychological warfare theorists,0.8125,25
7,14,Category:Music theorists,1118554,417,46,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2020-11-13T16:02:46Z,theorist of,Music theorists,0.625,9
8,14,Category:Rhetoric theorists,11850438,196,7,"Category:Persuasion <span class=""searchmatch"">theorists</span> Category:Propaganda <span class=""searchmatch"">theorists</span> Category:Mind control <span class=""searchmatch"">theorists</span>",2013-03-31T17:52:55Z,theorist of,Rhetoric theorists,0.6666666666666667,11
9,14,Category:Guerrilla warfare theorists,10668699,293,12,"<span class=""searchmatch"">theorists</span> Category:Counter-terrorism <span class=""searchmatch"">theorists</span> Category:Psychological warfare <span class=""searchmatch"">theorists</span> Category:Revolution <span class=""searchmatch"">theorists</span> Category:Terrorism <span class=""searchmatch"">theorists</span>",2021-05-24T10:40:03Z,theorist of,Guerrilla warfare theorists,0.7857142857142857,21
0,14,Category:Chaos theorists,12068225,251,16,"Chaos <span class=""searchmatch"">theorists</span> are scientists, who set the <span class=""searchmatch"">discipline</span> <span class=""searchmatch"">of</span> chaos theory in motion, shared certain sensibilities.",2013-03-29T10:57:32Z,theorists of discipline,Chaos theorists,0.7407407407407407,17
1,14,Category:Music psychologists,42665376,526,48,"music-related and (2) music performers, composers, educators, <span class=""searchmatch"">theorists</span>, researchers, etc. who have made significant contributions to the <span class=""searchmatch"">discipline</span>.",2014-05-06T21:29:58Z,theorists of discipline,Music psychologists,0.9444444444444444,20
0,14,Category:Human evolution theorists,21857833,257,17,"The category <span class=""searchmatch"">of</span> human evolution <span class=""searchmatch"">theorists</span> is for those individuals that have scientifically theorized about human evolution.",2021-07-07T20:12:08Z,theorists of field,Human evolution theorists,0.78125,21
1,14,Category:Voting theorists,3341709,315,21,"Voting <span class=""searchmatch"">theorists</span> are political scientists who have made contributions to political science or voting theory in the study <span class=""searchmatch"">of</span> voting systems.",2021-05-21T07:45:01Z,theorists of field,Voting theorists,0.6956521739130435,15
2,14,Category:Music psychologists,42665376,526,48,"substantially music-related and (2) music performers, composers, educators, <span class=""searchmatch"">theorists</span>, researchers, etc. who have made significant contributions to the discipline",2014-05-06T21:29:58Z,theorists of field,Music psychologists,0.935483870967742,16
3,14,Category:Information theorists,5700219,197,4,"See also Category:Coding <span class=""searchmatch"">theorists</span>",2013-05-06T18:01:39Z,theorists of field,Information theorists,0.75,16
4,14,Category:Theorists in psychiatry,46656700,95,10,"This category is about academics in the <span class=""searchmatch"">field</span> <span class=""searchmatch"">of</span> psychiatry.",2015-08-05T14:10:53Z,theorists of field,Theorists in psychiatry,0.7666666666666666,12
5,14,Category:Set theorists,5328239,142,29,"Wikimedia Commons has media related to Set <span class=""searchmatch"">theorists</span>.",2020-04-22T19:23:03Z,theorists of field,Set theorists,0.65,13
6,14,Category:Educational theorists,1070252,277,4,Biography portal Education portal,2021-09-19T18:54:21Z,theorists of field,Educational theorists,0.75,18
7,14,Category:Development specialists,4155488,407,54,"individuals who play a role in international development issues, as agents or <span class=""searchmatch"">theorists</span>. One might also perhaps usefully see the Category:Development economists",2021-07-29T14:16:22Z,theorists of field,Development specialists,0.9428571428571428,18
8,14,Category:Probability theorists,5328968,236,29,"Wikimedia Commons has media related to Probability <span class=""searchmatch"">theorists</span>.",2021-09-02T16:51:22Z,theorists of field,Probability theorists,0.75,17
9,14,Category:Revolution theorists,11930623,337,0,NA,2021-05-23T07:46:33Z,theorists of field,Revolution theorists,0.7407407407407407,17
0,14,Category:Information theorists,5700219,197,4,"See also Category:Coding <span class=""searchmatch"">theorists</span>",2013-05-06T18:01:39Z,theorists of information,Information theorists,0.42307692307692313,16
1,14,Category:American information theorists,38554683,152,0,NA,2013-02-17T15:24:24Z,theorists of information,American information theorists,0.48484848484848486,19
2,14,Category:Swedish information theorists,26342297,211,6,Biography portal Mathematics portal Sweden portal,2019-09-13T06:11:12Z,theorists of information,Swedish information theorists,0.46875,19
3,14,Category:British information theorists,38554677,150,0,NA,2013-02-17T15:24:11Z,theorists of information,British information theorists,0.46875,19
4,14,Category:Pakistani information theorists,40687825,154,0,NA,2016-08-15T15:16:47Z,theorists of information,Pakistani information theorists,0.48484848484848486,19
5,14,Category:Japanese information theorists,38554664,152,0,NA,2013-02-17T15:23:34Z,theorists of information,Japanese information theorists,0.48484848484848486,21
6,14,Category:French information theorists,38554674,148,0,NA,2013-02-17T15:24:00Z,theorists of information,French information theorists,0.4516129032258065,21
7,14,Category:Austrian information theorists,38554679,171,2,Austria portal,2018-03-02T18:20:55Z,theorists of information,Austrian information theorists,0.48484848484848486,20
8,14,Category:Argentine information theorists,38554663,154,0,NA,2013-02-17T15:23:26Z,theorists of information,Argentine information theorists,0.5,21
9,14,Category:Italian information theorists,38554660,167,2,Italy portal,2018-08-04T08:03:00Z,theorists of information,Italian information theorists,0.46875,21
0,14,Category:Musical theorists of medieval Islam,37100024,137,20,"Musical <span class=""searchmatch"">theorists</span> who lived under the rule <span class=""searchmatch"">of</span> Islam during the Middle Ages, irrespective <span class=""searchmatch"">of</span> their religion, ethnicity or <span class=""searchmatch"">language</span>.",2020-04-16T03:32:22Z,theorists of language,Musical theorists of medieval Islam,0.725,21
1,14,Category:Film theorists,5633679,446,69,"a medium. It may use Critical theory, Formalism, Marxism, philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span>, or Lacanian psychoanalysis, while film criticism analyzes and examines",2020-08-02T00:07:44Z,theorists of language,Film theorists,0.7083333333333333,17
0,14,Category:Personality trait theorists,16146832,981,98,"Personality trait <span class=""searchmatch"">theorists</span> generally assume that personality traits are relatively stable over time, that personality traits differ among individuals",2019-11-01T10:58:47Z,theorists of literature,Personality trait theorists,0.7894736842105263,22
1,14,Category:Literary theorists,11073113,245,0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theorists</span>.",2020-11-18T15:16:25Z,theorists of literature,Literary theorists,0.6296296296296297,19
0,14,Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the communication theory. See also: Category:Mass <span class=""searchmatch"">media</span> <span class=""searchmatch"">theorists</span>",2020-05-22T05:49:50Z,theorists of media,Communication theorists,0.7666666666666666,18
1,14,Category:Music theorists,1118554,417,46,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2020-11-13T16:02:46Z,theorists of media,Music theorists,0.6818181818181819,15
2,14,Category:Psychological warfare theorists,11680225,361,14,"Category:Anarchist <span class=""searchmatch"">theorists</span> Category:Counterinsurgency <span class=""searchmatch"">theorists</span> Category:Counter-terrorism <span class=""searchmatch"">theorists</span> Category:Guerrilla warfare <span class=""searchmatch"">theorists</span> Category:Revolution",2021-05-24T10:37:37Z,theorists of media,Psychological warfare theorists,0.8157894736842105,23
3,14,Category:Business theorists,1226607,218,11,"See list <span class=""searchmatch"">of</span> business <span class=""searchmatch"">theorists</span> for an overview <span class=""searchmatch"">of</span> this topic.",2018-07-14T20:44:51Z,theorists of media,Business theorists,0.72,16
4,14,Category:German music theorists,5878963,457,48,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2021-03-27T16:12:45Z,theorists of media,German music theorists,0.7586206896551724,19
5,14,Category:Italian music theorists,5879293,472,52,"Italy portal Music portal Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient",2020-08-15T23:53:21Z,theorists of media,Italian music theorists,0.7666666666666666,19
6,14,Category:Chaos theorists,12068225,251,16,"Chaos <span class=""searchmatch"">theorists</span> are scientists, who set the discipline <span class=""searchmatch"">of</span> chaos theory in motion, shared certain sensibilities.",2013-03-29T10:57:32Z,theorists of media,Chaos theorists,0.6818181818181819,14
8,14,Category:Mass media theorists,1873104,254,29,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,2020-08-06T18:37:40Z,theorists of media,Mass media theorists,0.5217391304347826,19
0,14,Category:Theory of computation,3233312,465,46,"<span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> computation is the branch that deals with whether and how efficiently problems can be solved on a model <span class=""searchmatch"">of</span> computation, using an <span class=""searchmatch"">algorithm</span>.",2020-01-28T20:25:57Z,theory of algorithmic,Theory of computation,0.7741935483870968,11
1,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of algorithmic,Graph theory,0.84,17
2,14,Category:Graph algorithms,699287,223,37,"Graph <span class=""searchmatch"">algorithms</span> solve problems related to graph <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-25T19:17:27Z,theory of algorithmic,Graph algorithms,0.6799999999999999,10
3,14,Category:Theory of cryptography,3539694,230,29,"<span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> cryptography refers to the study <span class=""searchmatch"">of</span> cryptographic <span class=""searchmatch"">algorithms</span> and protocols in a formal framework. The two main goals <span class=""searchmatch"">of</span> the study are definitions",2013-03-23T14:34:47Z,theory of algorithmic,Theory of cryptography,0.78125,12
4,14,Category:Government by algorithm,64021391,399,24,"government by <span class=""searchmatch"">algorithm</span>, which is also known as <span class=""searchmatch"">algorithmic</span> regulation, regulation by <span class=""searchmatch"">algorithms</span>, <span class=""searchmatch"">algorithmic</span> governance, <span class=""searchmatch"">algorithmic</span> legal order or",2021-10-29T19:46:28Z,theory of algorithmic,Government by algorithm,0.75,13
5,14,Category:Number theoretic algorithms,704479,237,13,"This category deals with <span class=""searchmatch"">algorithms</span> in number <span class=""searchmatch"">theory</span>, especially primality testing and similar.",2020-08-29T17:30:02Z,theory of algorithmic,Number theoretic algorithms,0.6666666666666667,13
7,14,Category:Computer arithmetic algorithms,38133621,619,50,"efficient evaluation <span class=""searchmatch"">of</span> mathematical constants and special functions to high precision. See also Category:Number theoretic <span class=""searchmatch"">algorithms</span> for arbitrary-precision",2019-11-01T21:27:24Z,theory of algorithmic,Computer arithmetic algorithms,0.7777777777777778,19
8,14,Category:Theoretical computer scientists,13980543,435,52,"including but not limited to <span class=""searchmatch"">algorithm</span> design and analysis, computational complexity <span class=""searchmatch"">theory</span>, and computability <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K",2020-04-22T19:45:01Z,theory of algorithmic,Theoretical computer scientists,0.9565217391304348,22
9,14,Category:Database algorithms,16654862,151,8,"<span class=""searchmatch"">Algorithms</span> used for implementation <span class=""searchmatch"">of</span> database management systems.",2013-03-29T15:04:19Z,theory of algorithmic,Database algorithms,0.7142857142857143,11
0,14,Category:Geometric transversal theory,29450412,2012,156,"geometric transversal <span class=""searchmatch"">theory</span>; see 52A35 at MathSciNet and 52A35 at zbMATH. In mathematics, geometrical transversal <span class=""searchmatch"">theory</span> is a subfield <span class=""searchmatch"">of</span> convex and discrete",2021-09-03T02:13:38Z,theory of american,Geometric transversal theory,0.8648648648648649,23
1,14,Category:American exceptionalism,38209771,2389,201,"Articles relating to <span class=""searchmatch"">American</span> exceptionalism, the <span class=""searchmatch"">theory</span> that the United States is inherently different from other nations. This stems from its emergence",2021-05-09T14:10:29Z,theory of american,American exceptionalism,0.84375,18
2,14,Category:The Juliana Theory members,59273456,506,10,"Members <span class=""searchmatch"">of</span> the <span class=""searchmatch"">American</span> alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",2021-11-09T01:02:16Z,theory of american,The Juliana Theory members,0.8857142857142857,20
5,14,Category:Archaic period in the Americas,26034650,1243,141,"Willey and Philip Phillips (1957). Method and <span class=""searchmatch"">Theory</span> in <span class=""searchmatch"">American</span> Archaeology, from p. 104, University <span class=""searchmatch"">of</span> Chicago Press. ISBN 978-0-226-89888-9. Silberman",2021-04-18T08:21:19Z,theory of american,Archaic period in the Americas,0.868421052631579,19
6,14,Category:American anarcho-capitalists,50957765,580,55,"<span class=""searchmatch"">American</span> adherents <span class=""searchmatch"">of</span> anarcho-capitalism, a political philosophy and economic <span class=""searchmatch"">theory</span> that advocates the elimination <span class=""searchmatch"">of</span> centralized states in favor <span class=""searchmatch"">of</span>",2021-09-04T07:54:30Z,theory of american,American anarcho-capitalists,0.8648648648648649,22
1,14,Category:Philosophers of religion,2033396,302,29,"<span class=""searchmatch"">of</span> the universe Love Miracles Morality Necessary existent Ontological Pascal's wager Proper basis Reason Teleological Natural law Watchmaker <span class=""searchmatch"">analogy</span> Transcendental",2021-05-06T00:10:46Z,theory of analogy,Philosophers of religion,0.9428571428571428,16
0,14,Category:Social learning theory,16162632,483,50,"Social learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or <span class=""searchmatch"">animals</span>) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,theory of animals,Social learning theory,0.8709677419354839,19
1,14,Category:Learning theory (education),16163925,372,25,"education, learning <span class=""searchmatch"">theories</span> are attempts to describe how people and <span class=""searchmatch"">animals</span> learn, thereby helping us understand the inherently complex process <span class=""searchmatch"">of</span> learning.",2021-09-27T07:39:41Z,theory of animals,Learning theory (education),0.8571428571428572,19
2,14,Category:Biologically-based therapies,5717653,474,40,"the precise name <span class=""searchmatch"">of</span> a NCCIH classification for alternative treatments that use substances found in nature, such as: botanicals <span class=""searchmatch"">animal</span>-derived extracts",2021-04-27T08:23:04Z,theory of animals,Biologically-based therapies,0.975,23
3,14,Category:Disciples of Gautama Buddha,32322574,203,0,"Yasa Key concepts Avidyā (Ignorance) Bardo Bodhicitta Buddha-nature Dhamma <span class=""searchmatch"">theory</span> Dharma Enlightenment Five hindrances Indriya Karma Kleshas Mental factors",2021-04-18T09:54:38Z,theory of animals,Disciples of Gautama Buddha,0.9473684210526316,20
4,14,Category:Synthesizer electronics,36437273,541,48,"principles, math, or <span class=""searchmatch"">theories</span> used to engineer electronic music instruments For articles related to systems or entire pieces <span class=""searchmatch"">of</span> equipment used in electronic",2020-10-10T22:52:48Z,theory of anything,Synthesizer electronics,0.9722222222222222,18
1,14,Category:Game theory,774008,644,66,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has <span class=""searchmatch"">applications</span> in a",2020-07-27T20:12:23Z,theory of applications,Game theory,0.84,20
2,14,Category:Scattering theory,2682924,333,37,"Scattering <span class=""searchmatch"">theory</span> is the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> scattering events which can occur as well in quantum mechanics, classical electrodynamics or acoustics. The associated",2020-08-29T19:40:04Z,theory of applications,Scattering theory,0.8333333333333334,20
3,14,Category:Application-specific graphs,20383057,128,15,"This category is for graphs arising in or defined for particular <span class=""searchmatch"">applications</span> <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span>.",2018-12-04T23:06:08Z,theory of applications,Application-specific graphs,0.7837837837837838,22
4,14,Category:Analytic number theory,694968,329,39,"Analytic number <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> number <span class=""searchmatch"">theory</span> that uses methods from mathematical analysis. Its first major success was the <span class=""searchmatch"">application</span> <span class=""searchmatch"">of</span> complex analysis",2014-12-20T16:47:23Z,theory of applications,Analytic number theory,0.8888888888888888,19
5,14,Category:Mathematical chemistry,15689672,454,45,"mathematical modeling <span class=""searchmatch"">of</span> chemical phenomena. Generally mathematical chemistry (computer chemistry ) is based on graph <span class=""searchmatch"">theory</span> <span class=""searchmatch"">applications</span> for organic chemistry",2021-03-28T13:11:50Z,theory of applications,Mathematical chemistry,0.9166666666666666,19
6,14,Category:Applied mathematics,966983,943,107,"mathematics is a branch <span class=""searchmatch"">of</span> mathematics that concerns itself with the <span class=""searchmatch"">application</span> <span class=""searchmatch"">of</span> mathematical knowledge to other domains. Such <span class=""searchmatch"">applications</span> include numerical",2020-05-11T18:04:38Z,theory of applications,Applied mathematics,0.875,17
8,14,Category:Integral theory (Ken Wilber),2198446,198,21,"Integral <span class=""searchmatch"">theory</span> refers to the ideas and work <span class=""searchmatch"">of</span> Ken Wilber and their practical <span class=""searchmatch"">application</span>. For more detals, see Integral <span class=""searchmatch"">theory</span>.",2021-05-30T20:09:41Z,theory of applications,Integral theory (Ken Wilber),0.8780487804878049,23
0,14,Category:Formal theories of arithmetic,11504157,228,23,"These systems provide a logical framework and a set <span class=""searchmatch"">of</span> axioms for the formal study <span class=""searchmatch"">of</span> <span class=""searchmatch"">arithmetic</span> in the context <span class=""searchmatch"">of</span> mathematical logic.",2015-09-30T17:20:28Z,theory of arithmetic,Formal theories of arithmetic,0.5,10
1,14,Category:Arithmetic dynamics,61903866,289,16,"<span class=""searchmatch"">Arithmetic</span> dynamics is a field that amalgamates two areas <span class=""searchmatch"">of</span> mathematics, dynamical systems and number <span class=""searchmatch"">theory</span>.",2020-09-30T06:53:21Z,theory of arithmetic,Arithmetic dynamics,0.75,17
2,14,Category:Arithmetic geometry,62816544,236,16,"<span class=""searchmatch"">Arithmetic</span> geometry is roughly the application <span class=""searchmatch"">of</span> techniques from algebraic geometry to problems in number <span class=""searchmatch"">theory</span>.",2021-03-26T17:22:48Z,theory of arithmetic,Arithmetic geometry,0.7407407407407407,17
3,14,Category:Modular arithmetic,702183,546,64,"In mathematics, modular <span class=""searchmatch"">arithmetic</span> is a system <span class=""searchmatch"">of</span> <span class=""searchmatch"">arithmetic</span> for certain equivalence classes <span class=""searchmatch"">of</span> integers, called congruence classes. Sometimes it is suggestively",2013-03-13T08:24:16Z,theory of arithmetic,Modular arithmetic,0.64,8
4,14,Category:Computer arithmetic algorithms,38133621,619,50,"arbitrary-precision <span class=""searchmatch"">arithmetic</span>. This includes algorithms for multiplication and division, as well as algorithms for the efficient evaluation <span class=""searchmatch"">of</span> mathematical",2019-11-01T21:27:24Z,theory of arithmetic,Computer arithmetic algorithms,0.7352941176470589,20
5,14,Category:Mathematical axioms,3439784,226,4,"Category:Formal <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">arithmetic</span>",2020-07-05T04:29:07Z,theory of arithmetic,Mathematical axioms,0.9393939393939394,16
6,14,Category:Elementary mathematics,1754928,379,24,"mathematics encompasses topics from algebra, analysis, <span class=""searchmatch"">arithmetic</span>, calculus, geometry and number <span class=""searchmatch"">theory</span> that are frequently taught at the primary or secondary",2019-09-14T14:12:57Z,theory of arithmetic,Elementary mathematics,0.9117647058823529,15
8,14,Category:Computer arithmetic,782015,150,29,"Wikimedia Commons has media related to Computer <span class=""searchmatch"">arithmetic</span>.",2020-04-22T20:54:01Z,theory of arithmetic,Computer arithmetic,0.6538461538461539,9
